,AHR,ARID1A,ARRDC3,ATL1,BAK1,BCL2L11,BCORL1,BPGM,C19orf26,C3orf72,CBFA2T3,CBL,CDKN1A,CDKN1B,CDKN1C,CEBPA,CEBPB,CEBPE,CELF2,CITED1,CKS1B,CLDN6,CNN1,CNNM4,COL1A1,COL2A1,CSRNP1,DLX2,DUSP9,EGR1,ELMSAN1,ETS2,FEV,FOSB,FOXA1,FOXA3,FOXF1,FOXL2,FOXO4,GLB1L2,HES7,HK2,HNF4A,HOXA13,HOXB9,HOXC13,IER5L,IGDCC3,IKZF3,IRF1,ISL2,JUN,KIAA1804,KIF18B,KIF2C,KLF1,KMT2A,LHX1,LYL1,MAML2,MAP2K3,MAP2K6,MAP4K3,MAP4K5,MAP7D1,MAPK1,MEIS1,MIDN,NCL,NIT1,OSR2,PLK4,POU3F2,PRDM1,PRTG,PTPN1,PTPN12,PTPN13,PTPN9,RHOXF2BB,RREB1,RUNX1T1,S1PR2,SAMD1,SET,SGK1,SLC38A2,SLC4A1,SLC6A9,SNAI1,SPI1,STIL,TBX2,TBX3,TGFBR2,TMSB4X,TP73,TSC22D1,UBASH3A,UBASH3B,ZBTB1,ZBTB10,ZBTB25,ZC3HAV1,ZNF318
KIF18B,4.577868852459017,4.694444444444445,4.782608695652174,4.877906976744186,4.514660493827161,4.489197530864198,4.844298245614035,4.415983606557377,4.642699115044247,4.642241379310345,4.451492537313433,4.129518072289157,4.82,4.611111111111111,4.52,3.970959595959596,4.334677419354839,3.8801724137931033,4.811224489795919,4.548076923076923,4.833333333333333,4.431818181818182,4.13061797752809,4.693627450980392,4.746212121212121,4.518382352941177,4.760869565217392,4.52808988764045,4.271067415730337,4.696969696969697,4.740196078431373,4.417993630573249,4.157216494845361,4.203125,4.512931034482759,4.288043478260869,4.410919540229885,4.175324675324675,4.900862068965517,4.971354166666667,4.9,4.696875,4.7375,4.8088235294117645,4.370481927710843,4.510869565217392,4.551829268292683,4.34330985915493,4.425,4.395833333333333,4.537698412698413,4.173076923076923,4.798076923076923,4.578125,4.797256097560975,4.151345291479821,4.714285714285714,4.446428571428571,4.495901639344262,4.711956521739131,4.5625,4.758838383838384,4.713709677419355,4.598837209302325,4.522849462365591,4.5390625,4.561842105263158,4.6647727272727275,4.772435897435898,4.568181818181818,4.167708333333334,4.725,4.274456521739131,4.631410256410256,4.408950617283951,4.702127659574468,4.0625,4.945833333333334,4.2265625,4.4743589743589745,4.788793103448276,4.449367088607595,4.596774193548387,4.301020408163265,4.256578947368421,4.319444444444445,4.63125,4.756944444444445,4.891666666666667,4.047169811320755,4.116554054054054,4.63125,4.476190476190476,4.4983108108108105,4.481418918918919,4.667763157894737,4.951086956521739,4.363636363636363,4.161989795918367,3.957,4.47125,4.171052631578948,4.379310344827586,4.323412698412699,4.538235294117647
KIF2C,4.775489804078369,5.044715447154472,5.204135737009544,5.418888258650028,4.632038542607648,4.5984643179765134,5.324989302524604,4.4456217512994805,4.898014245629182,4.958368376787216,4.526938478340007,3.8473405818395534,5.2785365853658535,4.8468834688346885,4.690243902439025,3.5275930032027594,4.289535798583792,3.3272497897392768,5.261075161772026,4.74577861163227,5.420325203252032,4.511456023651146,3.8505069882159497,5.0461501673840266,5.141537324464154,4.640243902439025,5.174973488865324,4.683885996163332,4.157440394628665,5.040280857354028,5.110473457675753,4.4548702811868885,3.901810409856676,4.003810975609756,4.646341463414634,4.187168610816543,4.435520044855621,3.9545454545454546,5.4655172413793105,5.590955284552845,5.509756097560976,5.014634146341463,5.175609756097561,5.2690100430416065,4.353658536585366,4.664899257688229,4.715942891136228,4.315183785640674,4.452759948652118,4.407520325203252,4.680797522260937,3.974671669793621,5.25984990619137,4.797256097560975,5.229327781082689,3.902384337744723,5.083623693379791,4.510950721752115,4.609956017592963,5.058854718981973,4.755728011825573,5.14769647696477,5.077498033044846,4.828417470221214,4.646603724101757,4.703658536585366,4.734146341463415,4.979490022172949,5.225453408380238,4.7971175166297115,3.928048780487805,5.197560975609756,4.1436903499469775,4.917135709818637,4.433453778982234,5.053191489361702,3.7406191369606003,5.532520325203252,4.059451219512195,4.5575359599749845,5.235071488645921,4.5172892868169185,4.8284815106215575,4.1973618715778995,4.121309370988446,4.263775971093044,4.897560975609756,5.131629887727449,5.421138211382114,3.6877588587206627,3.847066578773896,4.897560975609756,4.572880371660859,4.607778510217535,4.587673038892551,4.955712451861361,5.581654294803817,4.539911308203991,3.9298158287705327,3.516487804878049,4.556097560975609,3.953145057766367,4.351976450798991,4.265776229190863,4.687374461979914
KLF1,4.210835845034183,3.9687759508387312,3.908754143107818,3.725727395974554,4.337208658583846,4.321984166528262,3.8408465108960743,4.430493273542601,4.151950474225168,3.9819081490644814,4.357874305602035,4.84304932735426,3.8643946188340808,4.156784587277861,4.196233183856502,5.046519001675953,4.510704469839433,5.20553579712386,3.8748055275922026,4.163849603311487,3.5276532137518686,4.3209675227612445,4.8429485564568955,3.9612239514639938,3.924582144313086,4.328409390662094,3.895301228309612,4.253086108731798,4.603768831561445,3.9921184943606467,3.991910665611536,4.419325354888463,4.8119828024594336,4.727858744394619,4.293876604298747,4.587054006628972,4.4345652285964645,4.748762448314018,3.6958404205968765,3.6534940209267566,3.5689088191330343,4.063116591928251,3.791778774289985,3.8422579794249536,4.486844237938301,4.234646129849874,4.263261511538882,4.481336449188404,4.443851781921171,4.442825112107624,4.299594277172752,4.678164884442912,3.8209727492238703,4.151345291479821,3.902384337744723,4.794546441714091,3.9468289557975655,4.375125835087398,4.3205910460927734,4.0056541236108405,4.204511482538388,3.9661185849526657,3.961377115579343,4.154760663259985,4.330150923381069,4.2503923766816145,4.256171819683739,4.0211985324092945,3.8051052086926527,4.108438646555238,4.787518684603886,3.6762331838565023,4.64895691167869,4.049557318615615,4.432043403642806,3.9786279935120694,4.86184891341842,3.7050822122571003,4.6749813153961135,4.36702311141773,3.8495438379464977,4.374921950388829,4.151236800231448,4.615173423629542,4.64278970970026,4.516940707523667,4.103363228699552,3.9988967186276603,3.779372197309417,4.928843387765462,4.797054902436068,4.103363228699552,4.341020713218023,4.331414374015271,4.32353654102533,4.1004248288883645,3.5911483720023396,3.9942927028128823,4.762103047497026,5.030959641255605,4.361165919282511,4.729289591692235,4.5255399206226485,4.528009110968752,4.283619097863361
KMT2A,4.695550351288056,4.925925925925926,5.062111801242236,5.245847176079734,4.572310405643739,4.54320987654321,5.165413533834586,4.412177985948477,4.8002528445006325,4.852216748768473,4.481876332622601,3.901893287435456,5.1257142857142854,4.756613756613756,4.622857142857143,3.6277056277056277,4.278801843317972,3.4571428571428573,5.110787172011662,4.670329670329671,5.247619047619048,4.467532467532467,3.903691813804173,4.927170868347339,5.008658008658009,4.579831932773109,5.037267080745342,4.61637239165329,4.165329052969502,4.922077922077922,4.980392156862745,4.418562329390355,3.948453608247423,4.035714285714286,4.583743842364532,4.192546583850931,4.403940886699507,3.9925788497217067,5.285714285714286,5.392857142857143,5.3238095238095235,4.9,5.038095238095238,5.117647058823529,4.333907056798623,4.599378881987578,4.644599303135888,4.2997987927565395,4.419548872180451,4.380952380952381,4.6145124716553285,4.010989010989011,5.1098901098901095,4.714285714285714,5.083623693379791,3.9468289557975655,4.959183673469388,4.469387755102041,4.552693208430913,4.937888198757764,4.677489177489178,5.012987012987013,4.953917050691245,4.740863787375416,4.585253456221198,4.632142857142857,4.66015037593985,4.87012987012987,5.08058608058608,4.714285714285714,3.9702380952380953,5.057142857142857,4.15527950310559,4.816849816849817,4.402116402116402,4.933130699088146,3.8076923076923075,5.3428571428571425,4.083333333333333,4.509157509157509,5.088669950738916,4.47377938517179,4.73963133640553,4.201166180758017,4.134085213032582,4.256613756613756,4.8,5.0,5.247619047619048,3.765498652291105,3.8996138996139,4.8,4.520408163265306,4.552123552123552,4.532818532818533,4.849624060150376,5.385093167701863,4.48051948051948,3.9708454810495626,3.6148571428571428,4.507142857142857,3.992481203007519,4.333333333333333,4.258503401360544,4.62016806722689
LHX1,4.466711274673804,4.4633408919123205,4.503105590062112,4.505457997152349,4.466868228772991,4.444192491811539,4.522019334049409,4.431247908999666,4.49087953765577,4.432090077410274,4.430703624733476,4.376936316695353,4.513469387755102,4.470899470899471,4.422040816326531,4.338280766852195,4.403225806451613,4.330752990851513,4.51103706788838,4.430141287284145,4.406802721088435,4.404452690166976,4.377665673010777,4.460184073629452,4.483611626468769,4.466386554621849,4.483584738243123,4.44714515019491,4.391653290529695,4.4730983302411875,4.502601040416167,4.42909138177564,4.385230380812119,4.387755102040816,4.4507389162561575,4.39751552795031,4.429275158339197,4.375828253379273,4.510907811400422,4.544642857142857,4.466666666666667,4.497448979591836,4.431972789115647,4.498199279711884,4.419473813621834,4.429015084294587,4.466898954703833,4.398965219890774,4.442105263157894,4.421768707482993,4.46971169420149,4.350078492935636,4.483516483516484,4.446428571428571,4.510950721752115,4.375125835087398,4.469387755102041,4.433152852977926,4.448310471729675,4.488021295474711,4.453927025355597,4.5064935064935066,4.473996050032916,4.461794019933555,4.470046082949309,4.453826530612245,4.471321160042964,4.461038961038961,4.460491889063317,4.424860853432282,4.384013605442177,4.383673469387755,4.409494232475599,4.4479330193615905,4.427059712773999,4.471993052540165,4.337519623233909,4.544897959183674,4.3856292517006805,4.4495028780743064,4.486980999296271,4.435029708085766,4.459183673469388,4.416076634735527,4.395094880057286,4.394935752078609,4.466326530612245,4.516520894071914,4.533333333333333,4.350019252984213,4.352178709321566,4.466326530612245,4.441690962099125,4.453667953667954,4.439327082184225,4.490332975295381,4.509316770186335,4.246753246753247,4.3713036234902125,4.3235918367346935,4.445306122448979,4.366272824919442,4.43889279849871,4.401360544217687,4.464585834333733
LYL1,4.512496640687987,4.542197935640559,4.599429793300072,4.627906976744186,4.495648654118599,4.4705525197328475,4.632154155881507,4.439398011287288,4.5504134629334105,4.5019785189372525,4.449229263518474,4.313845546118902,4.618360655737705,4.525197328476017,4.459672131147541,4.2389468455042225,4.394235854045479,4.206444318824195,4.613917698226832,4.4741488020176545,4.534426229508196,4.423248882265276,4.315896113464727,4.539376406300225,4.573273720814704,4.49566055930569,4.577334283677833,4.483698655369313,4.3676551851169645,4.550919026328862,4.588878174220508,4.439699279523859,4.328375866148386,4.343237704918033,4.482758620689655,4.374910905203136,4.436404748445449,4.326591441345539,4.638778971170153,4.686133879781421,4.602185792349727,4.570901639344262,4.528415300546448,4.602700096432016,4.416748963065376,4.465074839629366,4.505397840863655,4.393904410066959,4.44969801553063,4.424863387978142,4.503773093937029,4.30390920554855,4.587641866330391,4.495901639344262,4.609956017592963,4.3205910460927734,4.552693208430913,4.448310471729675,4.47621607094867,4.567355666429081,4.498758072528564,4.596290776618646,4.556319407720783,4.51429660693862,4.499911863211705,4.493237704918033,4.511820534943917,4.532041728763041,4.561580496006726,4.475409836065574,4.331147540983607,4.4852459016393444,4.380969351389878,4.511979823455233,4.434122647237401,4.551447506103941,4.266708701134931,4.6792349726775955,4.34801912568306,4.469525010508617,4.5879027699265125,4.451545963892924,4.5132205182443155,4.3937771830043495,4.36655162496405,4.383424408014572,4.527049180327869,4.603304709862087,4.6546448087431695,4.26879059696876,4.292202038103677,4.527049180327869,4.465261514441842,4.479618963225521,4.465440850686752,4.5569456427955135,4.651461154668567,4.284649776453056,4.320006691201071,4.225836065573771,4.4659016393442625,4.31665228645384,4.434332014320709,4.3890189955763725,4.4997107039537125
MAML2,4.699215965787598,4.906602254428341,5.03780718336484,5.204246713852376,4.588298443370907,4.557702630166398,5.135011441647597,4.436920883820385,4.798768757214313,4.833583208395802,4.499675535366645,3.963855421686747,5.097391304347826,4.755233494363929,4.624347826086956,3.7088274044795786,4.310659186535764,3.552623688155922,5.08340727595386,4.668896321070235,5.185507246376812,4.482213438735178,3.966292134831461,4.907075873827792,4.9855072463768115,4.59462915601023,5.0113421550094515,4.6243282852955545,4.206155349291646,4.905138339920948,4.965046888320545,4.4433674882304075,4.0076199013895115,4.086956521739131,4.595952023988006,4.23062381852552,4.428785607196402,4.046301524562394,5.241379310344827,5.345108695652174,5.266666666666667,4.890217391304348,5.001449275362319,5.086956521739131,4.363541121005762,4.60586011342155,4.653234358430541,4.329454990814452,4.444851258581235,4.405797101449275,4.62663906142167,4.05685618729097,5.076923076923077,4.711956521739131,5.058854718981973,4.0056541236108405,4.937888198757764,4.488021295474711,4.567355666429081,4.922495274102079,4.681159420289855,4.994729907773386,4.934081346423563,4.739130434782608,4.600280504908836,4.640760869565217,4.668192219679634,4.855731225296442,5.045707915273133,4.707509881422925,4.027536231884058,5.008695652173913,4.199432892249527,4.804905239687848,4.426731078904992,4.914893617021277,3.8729096989966556,5.3,4.129528985507246,4.527313266443701,5.058470764617691,4.4931205283434235,4.738429172510519,4.24223602484472,4.1788710907704045,4.289049919484702,4.793478260869565,4.984472049689441,5.211594202898551,3.8351107465135357,3.9582843713278497,4.793478260869565,4.537267080745342,4.566980023501762,4.548178613396004,4.84324942791762,5.330812854442344,4.470355731225297,4.026175687666371,3.696695652173913,4.525217391304348,4.043478260869565,4.36631684157921,4.291925465838509,4.630690537084399
MAP2K3,4.5683060109289615,4.65993265993266,4.741765480895916,4.818181818181818,4.518518518518518,4.491956603067714,4.79638490164806,4.43070044709389,4.62697774202199,4.609195402298851,4.458163726820443,4.185469149324571,4.774545454545454,4.595959595959596,4.509090909090909,4.048668503213958,4.357282502443793,3.973667711598746,4.766852195423624,4.533799533799534,4.753535353535353,4.436179981634527,4.187265917602996,4.658348187759953,4.707070707070707,4.520944741532976,4.7187088274044795,4.523663602315287,4.303711270003405,4.664830119375574,4.709447415329768,4.432348967380815,4.2099343955014055,4.247159090909091,4.513322884012539,4.317523056653491,4.425287356321839,4.222746950019677,4.8380355276907,4.904040404040404,4.824242424242424,4.671969696969697,4.684848484848485,4.761140819964349,4.390653523183643,4.505270092226614,4.547671840354767,4.364063166880069,4.4395534290271135,4.4103535353535355,4.537277537277538,4.212121212121212,4.748251748251748,4.5625,4.755728011825573,4.204511482538388,4.677489177489178,4.453927025355597,4.498758072528564,4.681159420289855,4.553719008264463,4.724823997551271,4.678396871945259,4.583509513742072,4.525578364288042,4.535227272727273,4.556937799043062,4.6356749311294765,4.721056721056721,4.548209366391185,4.218434343434343,4.66060606060606,4.310276679841897,4.6052836052836055,4.423120089786757,4.668600902643456,4.122960372960373,4.883838383838384,4.265151515151516,4.480963480963481,4.741901776384535,4.457997698504028,4.5821114369501466,4.333333333333333,4.2937267410951625,4.34287317620651,4.61060606060606,4.725348725348725,4.8373737373737375,4.112064036592338,4.16994266994267,4.61060606060606,4.482323232323233,4.501228501228502,4.485667485667486,4.646730462519936,4.877470355731226,4.34435261707989,4.211193568336426,4.036121212121212,4.4781818181818185,4.215311004784689,4.402298850574713,4.348244348244348,4.536185383244207
MAP2K6,4.743500579566153,4.977927422371867,5.124286341677646,5.3121916842847074,4.61853098890136,4.585359770544955,5.233209285840865,4.450074515648286,4.8548315008492,4.896900034831069,4.520578923563998,3.9170013386880855,5.191111111111111,4.806584362139918,4.661010101010101,3.631262116110601,4.308406647116325,3.4546151166840824,5.175427746856318,4.7109557109557105,5.295622895622896,4.503213957759412,3.9203268641470888,4.978609625668449,5.066115702479339,4.625371360665478,5.095300834431269,4.6604244694132335,4.19123822494609,4.975818794000612,5.043374925727867,4.458148362606961,3.9660522753306258,4.055555555555555,4.6287008011145945,4.217391304347826,4.440380819691165,4.01115046569592,5.3538836642284915,5.469486531986532,5.384511784511784,4.957828282828283,5.086531986531987,5.180035650623886,4.367409030059632,4.640974967061924,4.6915496427691545,4.330772513871105,4.457309941520468,4.414141414141414,4.661375661375661,4.023310023310024,5.169386169386169,4.758838383838384,5.14769647696477,3.9661185849526657,5.012987012987013,4.5064935064935066,4.596290776618646,4.994729907773386,4.724823997551271,5.076216712580349,5.0084718149234275,4.788818416725394,4.6315846638427285,4.679419191919192,4.708240297713982,4.920569329660239,5.135198135198135,4.754820936639119,3.989057239057239,5.096969696969697,4.181598594642073,4.863765863765864,4.438209253024068,4.98689017837954,3.8181818181818183,5.4185185185185185,4.1037457912457915,4.55011655011655,5.148380355276907,4.513105740953843,4.789019224503096,4.229643372500515,4.160641502746766,4.284511784511785,4.85,5.06341189674523,5.319191919191919,3.7728225652753955,3.9135954135954134,4.85,4.563492063492063,4.594731094731094,4.575894075894076,4.905103668261563,5.454984628897672,4.505050505050505,3.9889713461142033,3.6206868686868687,4.548686868686869,4.007442849548113,4.368744920469059,4.287638287638288,4.666191325014855
MAP4K3,4.6964569011105235,4.921146953405018,5.056100981767181,5.235558889722431,4.57626443647949,4.546794105933891,5.157894736842105,4.418297197250133,4.799885812161005,4.847608453837597,4.486278285989408,3.9172172561212593,5.118709677419355,4.756272401433692,4.623225806451613,3.6477680026067123,4.286680541103018,3.4807563959955505,5.104015799868335,4.669975186104218,5.232258064516129,4.471163245356793,3.9191736136281263,4.922201138519924,5.002932551319648,4.583491461100569,5.03085553997195,4.61833997825299,4.175425878941645,4.9178885630498534,4.976597090449083,4.424696938565852,3.963086132357832,4.048387096774194,4.586763070077864,4.201963534361852,4.410085279940675,4.005865102639296,5.274749721913237,5.381048387096774,5.309677419354839,4.89758064516129,5.029032258064516,5.110056925996205,4.341235911387486,4.600981767180926,4.646734854445318,4.307133121308496,4.425806451612903,4.387096774193548,4.617511520737327,4.022332506203474,5.101736972704715,4.713709677419355,5.077498033044846,3.961377115579343,4.953917050691245,4.473996050032916,4.556319407720783,4.934081346423563,4.678396871945259,5.0084718149234275,4.9490114464099895,4.740435108777194,4.588969823100936,4.634274193548387,4.66213921901528,4.866568914956011,5.07196029776675,4.712609970674487,3.9844086021505376,5.04516129032258,4.166199158485274,4.813895781637717,4.408203902827559,4.928620452985587,3.823821339950372,5.332258064516129,4.094758064516129,4.513647642679901,5.081201334816463,4.478562678644344,4.7393340270551505,4.211323238973009,4.145161290322581,4.264635603345281,4.798387096774194,4.99615975422427,5.2387096774193544,3.7827145465611687,3.9141238012205752,4.798387096774194,4.524577572964669,4.555797733217088,4.536617262423714,4.84804753820034,5.371669004207574,4.478005865102639,3.9845292955892035,3.6350967741935483,4.5116129032258065,4.00509337860781,4.341490545050056,4.266769073220686,4.622770398481974
MAP4K5,4.599313762866946,4.720068906115418,4.812942366026289,4.9118442401298,4.53402239448751,4.507034165948895,4.877600979192167,4.430804422417079,4.667421280098786,4.664795509222133,4.467545990975355,4.1311291678341275,4.852093023255814,4.633936261843239,4.537674418604651,3.965703547098896,4.345461365341335,3.8708901363271853,4.842904603701946,4.567084078711986,4.862015503875969,4.446793516560958,4.1327410504311475,4.719106247150023,4.774489076814659,4.537619699042407,4.7896865520728005,4.5474261823882935,4.279331068722237,4.723044397463002,4.7697218422252625,4.433565397718857,4.160153440421961,4.207848837209302,4.532076984763433,4.296258847320526,4.425287356321839,4.179099969797644,4.935846030473136,5.0101744186046515,4.933333333333334,4.723837209302325,4.763565891472868,4.839945280437757,4.3830204539086575,4.529322548028311,4.572319909245604,4.354733049459548,4.439902080783353,4.408914728682171,4.5577703949796975,4.175313059033989,4.828264758497316,4.598837209302325,4.828417470221214,4.154760663259985,4.740863787375416,4.461794019933555,4.51429660693862,4.739130434782608,4.583509513742072,4.788818416725394,4.740435108777194,4.6208761492698756,4.542385596399099,4.559593023255814,4.582864137086903,4.689217758985201,4.800834824090638,4.587737843551797,4.171317829457364,4.748837209302326,4.282608695652174,4.654144305307096,4.42319839219064,4.728352300841168,4.061717352415027,4.9837209302325585,4.232073643410852,4.491353607632678,4.8187650360866074,4.465410656461584,4.619279819954989,4.310393925011865,4.264585883312933,4.329457364341085,4.654651162790698,4.786821705426356,4.927131782945737,4.0447564721369025,4.117850408548083,4.654651162790698,4.49390919158361,4.5163419233186675,4.499371464487743,4.693390452876377,4.987866531850354,4.376321353065539,4.165401044138585,3.9523720930232558,4.488372093023256,4.173806609547124,4.392408446939321,4.333702473237357,4.558139534883721
MAP7D1,4.539925965097832,4.573874950219036,4.635343618513324,4.6674168542135535,4.520642506305589,4.493959909730519,4.670816827013771,4.460250308478759,4.580835474355315,4.530960326288469,4.4708714492055845,4.322451094701386,4.655913978494624,4.553962564715253,4.483870967741935,4.240577821222982,4.410856746444676,4.204671857619577,4.6510862409479925,4.499586435070306,4.56989247311828,4.443792766373411,4.324392895976803,4.5709466582331855,4.607363962202672,4.520872865275142,4.611968209443665,4.508638395553945,4.381539205025976,4.5829260345389375,4.623234239932533,4.46072186836518,4.338210841370136,4.354838709677419,4.507415647015202,4.389901823281908,4.456556667902608,4.337103756458595,4.67927326659251,4.730062724014337,4.641577060931899,4.603494623655914,4.560931899641577,4.6394686907020875,4.435548646197694,4.488779803646564,4.531864673485445,4.411025291534151,4.470854555744199,4.444444444444445,4.5297832394606585,4.313482216708024,4.623655913978495,4.522849462365591,4.646603724101757,4.330150923381069,4.585253456221198,4.470046082949309,4.499911863211705,4.600280504908836,4.525578364288042,4.6315846638427285,4.588969823100936,4.542385596399099,4.52537865649208,4.5189516129032254,4.538766270514997,4.562561094819159,4.5960849186655635,4.5014662756598245,4.3412186379928315,4.516129032258065,4.395745675549322,4.540942928039702,4.454135138722952,4.583619309082589,4.271298593879239,4.722222222222222,4.360439068100359,4.492693686242073,4.623655913978495,4.473662719477337,4.540929587235518,4.409699363616414,4.380211280890398,4.399243329350856,4.556451612903226,4.638590203106332,4.695340501792114,4.273686346114831,4.299767509444929,4.556451612903226,4.48873527905786,4.503777971519907,4.488666085440279,4.588285229202038,4.693782141187471,4.302052785923753,4.32971253017336,4.2274408602150535,4.489032258064516,4.326542161856254,4.453714003213447,4.4057006315070835,4.52561669829222
MAPK1,4.549795081967213,4.61712962962963,4.690760869565217,4.748546511627907,4.513117283950617,4.486574074074074,4.7375,4.4362704918032785,4.601216814159292,4.569396551724138,4.4572761194029855,4.235692771084337,4.7185,4.5717592592592595,4.4915,4.12209595959596,4.373387096774193,4.063017241379311,4.711989795918368,4.5125,4.6691666666666665,4.432954545454545,4.238061797752809,4.614950980392157,4.658712121212122,4.514338235294118,4.667391304347826,4.511095505617978,4.330196629213483,4.6238636363636365,4.667401960784313,4.438057324840765,4.256572164948453,4.28515625,4.504525862068966,4.340760869565218,4.432040229885057,4.263474025974026,4.765086206896552,4.825,4.740833333333334,4.636875,4.6258333333333335,4.703676470588236,4.402560240963855,4.4923913043478265,4.534451219512195,4.3772887323943666,4.445921052631579,4.417708333333334,4.527579365079365,4.247115384615385,4.689423076923077,4.5390625,4.703658536585366,4.2503923766816145,4.632142857142857,4.453826530612245,4.493237704918033,4.640760869565217,4.535227272727273,4.679419191919192,4.634274193548387,4.559593023255814,4.5189516129032254,4.5228125,4.542763157894737,4.598295454545455,4.6618589743589745,4.521590909090909,4.263125,4.5925,4.339130434782609,4.571474358974359,4.429783950617284,4.6263297872340425,4.179326923076923,4.81,4.297916666666667,4.479166666666667,4.685775862068965,4.457753164556962,4.558870967741935,4.358418367346939,4.323684210526316,4.360185185185185,4.58125,4.682738095238095,4.7716666666666665,4.1724056603773585,4.217567567567568,4.58125,4.4782738095238095,4.495608108108108,4.480743243243243,4.61578947368421,4.794021739130435,4.321590909090909,4.254081632653061,4.1096,4.476,4.254605263157894,4.417097701149426,4.365277777777778,4.52514705882353
MEIS1,4.5720448662640205,4.644444444444445,4.720823798627002,4.782619339045287,4.532423651721897,4.505133203378818,4.769713758079409,4.452286453839517,4.625617140195621,4.595281306715064,4.4744697564807545,4.241090678503488,4.749894736842105,4.595321637426901,4.512421052631579,4.121318447634237,4.386247877758914,4.058947368421053,4.743071965628356,4.534412955465587,4.703859649122807,4.44976076555024,4.2430514488468365,4.642311661506708,4.687719298245614,4.53405572755418,4.697025171624714,4.531283264340627,4.340390301596688,4.65103668261563,4.6951496388028895,4.453972510895072,4.262940857297884,4.293421052631579,4.523956442831216,4.352402745995423,4.44767090139141,4.2706766917293235,4.8,4.862061403508772,4.776842105263158,4.663421052631579,4.6557894736842105,4.734984520123839,4.416994292961319,4.511899313501144,4.555584082156611,4.390511489992587,4.462271468144045,4.433333333333334,4.548036758563074,4.255060728744939,4.720647773279352,4.561842105263158,4.734146341463415,4.256171819683739,4.66015037593985,4.471321160042964,4.511820534943917,4.668192219679634,4.556937799043062,4.708240297713982,4.66213921901528,4.582864137086903,4.538766270514997,4.542763157894737,4.564210526315789,4.624401913875598,4.692577597840756,4.544497607655503,4.269649122807017,4.623157894736842,4.349885583524028,4.5964912280701755,4.44535412605588,4.653751399776036,4.181376518218624,4.845964912280702,4.307236842105263,4.4974358974358974,4.716515426497278,4.475149900066622,4.581494057724957,4.370139634801289,4.333240997229917,4.372514619883041,4.605789473684211,4.711361737677527,4.80561403508772,4.1749751737835155,4.222332859174965,4.605789473684211,4.496491228070176,4.51479374110953,4.498862019914651,4.641274238227147,4.831121281464531,4.337799043062201,4.26047261009667,4.108294736842105,4.494105263157895,4.262049861495845,4.431578947368421,4.378111946532999,4.545758513931888
MIDN,4.652757078986587,4.841750841750842,4.9604743083003955,5.112050739957716,4.551346801346801,4.523569023569023,5.048644338118022,4.413561847988078,4.742960579243765,4.775862068965517,4.470827679782904,3.9846659364731654,5.014545454545455,4.703703703703703,4.585454545454546,3.7525252525252526,4.299120234604105,3.610971786833856,5.001855287569573,4.625874125874126,5.096969696969697,4.454545454545454,3.9862104187946885,4.842245989304812,4.913223140495868,4.557486631016043,4.936758893280633,4.584269662921348,4.203779366700715,4.8402203856749315,4.893048128342246,4.418355529820498,4.024367385192128,4.096590909090909,4.5579937304075235,4.2272727272727275,4.406478578892372,4.0590318772136955,5.14576802507837,5.239583333333333,5.16969696969697,4.826136363636364,4.928787878787879,5.005347593582887,4.3472070098576125,4.567193675889328,4.610864745011087,4.315620998719591,4.421531100478469,4.386363636363637,4.586580086580087,4.06993006993007,4.996503496503497,4.6647727272727275,4.979490022172949,4.0211985324092945,4.87012987012987,4.461038961038961,4.532041728763041,4.855731225296442,4.6356749311294765,4.920569329660239,4.866568914956011,4.689217758985201,4.562561094819159,4.598295454545455,4.624401913875598,4.795454545454546,4.968531468531468,4.661157024793388,4.0420454545454545,4.9363636363636365,4.198616600790514,4.74941724941725,4.404601571268238,4.849129593810445,3.9003496503496504,5.198484848484848,4.135416666666667,4.496503496503497,4.97962382445141,4.464902186421174,4.687683284457478,4.23747680890538,4.178628389154705,4.279461279461279,4.738636363636363,4.911616161616162,5.118181818181818,3.8679245283018866,3.9785012285012287,4.738636363636363,4.504329004329004,4.532555282555283,4.514127764127764,4.783492822966507,5.2272727272727275,4.43801652892562,4.040352504638219,3.739272727272727,4.494090909090909,4.057416267942584,4.350052246603971,4.282106782106782,4.5903743315508025
