,AHR,ARID1A,ARRDC3,ATL1,BAK1,BCL2L11,BCORL1,BPGM,C19orf26,C3orf72,CBFA2T3,CBL,CDKN1A,CDKN1B,CDKN1C,CEBPA,CEBPB,CEBPE,CELF2,CITED1,CKS1B,CLDN6,CNN1,CNNM4,COL1A1,COL2A1,CSRNP1,DLX2,DUSP9,EGR1,ELMSAN1,ETS2,FEV,FOSB,FOXA1,FOXA3,FOXF1,FOXL2,FOXO4,GLB1L2,HES7,HK2,HNF4A,HOXA13,HOXB9,HOXC13,IER5L,IGDCC3,IKZF3,IRF1,ISL2,JUN,KIAA1804,KIF18B,KIF2C,KLF1,KMT2A,LHX1,LYL1,MAML2,MAP2K3,MAP2K6,MAP4K3,MAP4K5,MAP7D1,MAPK1,MEIS1,MIDN,NCL,NIT1,OSR2,PLK4,POU3F2,PRDM1,PRTG,PTPN1,PTPN12,PTPN13,PTPN9,RHOXF2BB,RREB1,RUNX1T1,S1PR2,SAMD1,SET,SGK1,SLC38A2,SLC4A1,SLC6A9,SNAI1,SPI1,STIL,TBX2,TBX3,TGFBR2,TMSB4X,TP73,TSC22D1,UBASH3A,UBASH3B,ZBTB1,ZBTB10,ZBTB25,ZC3HAV1,ZNF318
COL2A1,4.53519768563163,4.568627450980392,4.629156010230179,4.660738714090288,4.516158315177923,4.489832970225127,4.664086687306502,4.456605593056895,4.575481520041645,4.5263691683569975,4.467076382791923,4.3210489014883064,4.649411764705882,4.549019607843137,4.48,4.240344622697564,4.407969639468691,4.205070993914807,4.644657863145258,4.495475113122172,4.564705882352941,4.4402852049910875,4.322868473231989,4.5657439446366785,4.601604278074866,4.51643598615917,4.6061381074168795,4.504296100462657,4.3790482485128885,4.577540106951871,4.617070357554787,4.456912701386287,4.336567616737416,4.352941176470588,4.503042596348885,4.387468030690537,4.4530087897227855,4.3353705118411,4.672413793103448,4.7224264705882355,4.635294117647059,4.597794117647059,4.555882352941176,4.633217993079585,4.432317505315379,4.484654731457801,4.52725968436155,4.408036454018227,4.4671826625387,4.4411764705882355,4.525210084033613,4.3122171945701355,4.617647058823529,4.518382352941177,4.640243902439025,4.328409390662094,4.579831932773109,4.466386554621849,4.49566055930569,4.59462915601023,4.520944741532976,4.625371360665478,4.583491461100569,4.537619699042407,4.520872865275142,4.514338235294118,4.53405572755418,4.557486631016043,4.590497737556561,4.497326203208556,4.339460784313726,4.511764705882353,4.393222506393862,4.536199095022624,4.450617283950617,4.578222778473092,4.270361990950226,4.714705882352941,4.358455882352941,4.48868778280543,4.617647058823529,4.469843633655994,4.536053130929791,4.406962785114046,4.377708978328173,4.396514161220043,4.551470588235294,4.632352941176471,4.688235294117647,4.273029966703662,4.298489666136725,4.551470588235294,4.484593837535014,4.499602543720191,4.484499205087441,4.5828173374613,4.686700767263427,4.2994652406417115,4.328031212484994,4.227058823529412,4.485,4.325077399380805,4.450304259634889,4.402894491129786,4.521107266435986
CSRNP1,4.737704918032787,5.0,5.151228733459357,5.359959555106168,4.5976918947933445,4.56682769726248,5.26697177726926,4.419101924447612,4.854559445940747,4.91904047976012,4.4983776768332255,3.8433734939759034,5.222608695652174,4.806763285024155,4.659130434782608,3.5353535353535355,4.269985974754558,3.341829085457271,5.205856255545696,4.712374581939799,5.371014492753623,4.484848484848484,3.845627747923791,5.001705029838022,5.092226613965744,4.6061381074168795,5.12476370510397,4.649731314118222,4.142159257449927,4.994729907773386,5.0588235294117645,4.427028523954583,3.8955625280143433,3.994565217391304,4.612443778110944,4.1720226843100185,4.409795102448776,3.9469226425748163,5.4047976011994,5.523550724637682,5.452173913043478,4.967391304347826,5.130434782608695,5.2148337595907925,4.331063383970665,4.6323251417769375,4.679745493107105,4.2945499081445195,4.426086956521739,4.384057971014493,4.645272601794341,3.9698996655518393,5.207357859531773,4.760869565217392,5.174973488865324,3.895301228309612,5.037267080745342,4.483584738243123,4.577334283677833,5.0113421550094515,4.7187088274044795,5.095300834431269,5.03085553997195,4.7896865520728005,4.611968209443665,4.667391304347826,4.697025171624714,4.936758893280633,5.176142697881828,4.762845849802371,3.9206521739130435,5.156521739130435,4.128544423440454,4.87736900780379,4.407944176060118,5.007400555041628,3.740802675585284,5.466666666666667,4.048913043478261,4.527313266443701,5.182908545727137,4.488717666483214,4.788920056100982,4.180124223602484,4.106407322654462,4.245571658615137,4.856521739130435,5.079365079365079,5.3594202898550725,3.6907301066447906,3.8437132784958874,4.856521739130435,4.541407867494824,4.575793184488837,4.555816686251469,4.910755148741419,5.517958412098299,4.517786561264822,3.922803904170364,3.5231304347826087,4.525652173913043,3.9473684210526314,4.328335832083958,4.247066942719116,4.6521739130434785
DLX2,4.538036470804936,4.602163961714523,4.67171470444553,4.726678860726418,4.502843667637675,4.477597447634901,4.715947171299034,4.429729231902744,4.586656060455404,4.557148392096087,4.449773603890659,4.240286990659266,4.697977528089887,4.558884727424053,4.48314606741573,4.132221087277267,4.3702428416092785,4.076559473072453,4.691813804173354,4.503025064822817,4.652434456928839,4.42628532516173,4.242014897108951,4.600132187706543,4.6414708886619,4.504296100462657,4.649731314118222,4.5009468501451835,4.328998863779826,4.608443990466462,4.648601013439084,4.430759321548701,4.260048650527048,4.287219101123595,4.49438202247191,4.340009770395701,4.425933100865298,4.266160805486648,4.742347927160015,4.798923220973783,4.7198501872659175,4.620505617977528,4.610861423220974,4.684071381361534,4.397996480303235,4.482901807523205,4.523431077007399,4.373476815951891,4.439503252513306,4.412921348314606,4.51685393258427,4.251512532411409,4.670700086430424,4.52808988764045,4.683885996163332,4.253086108731798,4.61637239165329,4.44714515019491,4.483698655369313,4.6243282852955545,4.523663602315287,4.6604244694132335,4.61833997825299,4.5474261823882935,4.508638395553945,4.511095505617978,4.531283264340627,4.584269662921348,4.644770959377701,4.511746680286006,4.265917602996255,4.579775280898876,4.338299951148022,4.5589167386920195,4.423775835760854,4.6108056418838155,4.185393258426966,4.784644194756554,4.29939138576779,4.47104580812446,4.6671832623014335,4.450291565922344,4.546031170714027,4.356569594129787,4.322590183323477,4.357677902621723,4.567977528089887,4.66390226502586,4.748314606741573,4.180411278354887,4.222137868205284,4.567977528089887,4.469234884965222,4.486638323716975,4.471454600668084,4.60053222945003,4.76990718124084,4.315628192032686,4.256936482458152,4.118831460674158,4.4676404494382025,4.258426966292135,4.412114167635283,4.362582486177992,4.514606741573034
DUSP9,4.312948977712286,4.175197669579692,4.157791890571568,4.055657172720147,4.3843806353169645,4.3666250520183105,4.127340823970037,4.4216246085835325,4.2897484339266185,4.169701666020922,4.381351668623176,4.632056315148233,4.1370786516853935,4.284228048272992,4.286292134831461,4.731018045624787,4.456143530264589,4.817202634637737,4.14193992203623,4.271391529818496,3.903370786516854,4.349336057201226,4.632622143668729,4.16964089006389,4.158665304732721,4.3790482485128885,4.142159257449927,4.328998863779826,4.503976770609771,4.19237316990126,4.204450319453624,4.414871537966078,4.617977528089888,4.571629213483146,4.353157690817513,4.4963361016121155,4.42386671832623,4.578140960163432,4.041069352963968,4.031132958801498,3.951310861423221,4.242415730337079,4.062546816479401,4.118307997356246,4.448625964532287,4.3114313629702,4.342559605371335,4.4374109827504356,4.4340626848018925,4.425093632958801,4.364187622614589,4.52808988764045,4.100259291270527,4.271067415730337,4.157440394628665,4.603768831561445,4.165329052969502,4.391653290529695,4.3676551851169645,4.206155349291646,4.303711270003405,4.19123822494609,4.175425878941645,4.279331068722237,4.381539205025976,4.330196629213483,4.340390301596688,4.203779366700715,4.081820800921925,4.237997957099081,4.603932584269663,3.9775280898876404,4.5361504640937955,4.2143474503025065,4.421556387848523,4.184317475496055,4.627484874675886,4.060299625468165,4.540964419475656,4.393834629789686,4.11778380472685,4.391978381453563,4.276730699528815,4.519834900252236,4.527005716538538,4.456304619225968,4.252247191011236,4.214107365792759,4.097378277153558,4.669281322874708,4.595961129668995,4.252247191011236,4.375334403424291,4.375493470999089,4.365168539325842,4.260496747486695,3.981436248168051,4.099080694586313,4.584155010318734,4.715685393258427,4.388539325842697,4.563571850975754,4.478755004520212,4.464241127162476,4.353073364177131
EGR1,4.682563338301043,4.891133557800225,5.019762845849803,5.186751233262862,4.570894126449682,4.54171343060232,5.115895800106326,4.4212617983109785,4.780638240815232,4.820271682340648,4.484396200814111,3.951077035414385,5.078787878787879,4.738496071829405,4.610909090909091,3.6975818794000612,4.296676441837732,3.541692789968652,5.064935064935065,4.655011655011655,5.175757575757576,4.46831955922865,3.9530132788559755,4.8918597742127155,4.968778696051423,4.577540106951871,4.994729907773386,4.608443990466462,4.19237316990126,4.888888888888889,4.945929887106358,4.427137618220421,3.994376757263355,4.073863636363637,4.579414838035528,4.217391304347826,4.413444792755137,4.03345139708776,5.223615464994776,5.325126262626263,5.252525252525253,4.871969696969697,4.988888888888889,5.06951871657754,4.348667396860168,4.590909090909091,4.636363636363637,4.315407597097738,4.429027113237639,4.391414141414141,4.609427609427609,4.046620046620046,5.0606060606060606,4.696969696969697,5.040280857354028,3.9921184943606467,4.922077922077922,4.4730983302411875,4.550919026328862,4.905138339920948,4.664830119375574,4.975818794000612,4.9178885630498534,4.723044397463002,4.5829260345389375,4.6238636363636365,4.65103668261563,4.8402203856749315,5.031080031080031,4.694214876033058,4.014141414141414,5.0,4.185111989459815,4.79020979020979,4.411522633744856,4.898774983881367,3.8613053613053614,5.27979797979798,4.116792929292929,4.511266511266511,5.041797283176593,4.477560414269275,4.721896383186706,4.227581941867657,4.164540138224349,4.275533108866442,4.777272727272727,4.965127465127465,5.191919191919192,3.8238993710691824,3.9463554463554464,4.777272727272727,4.520923520923521,4.55077805077805,4.531941031941032,4.8253588516746415,5.313570487483531,4.462809917355372,4.013296227581942,3.684848484848485,4.509090909090909,4.031897926634769,4.350400557297109,4.278018278018278,4.613903743315508
ELMSAN1,4.727740276438444,4.946986201888163,5.087809036658141,5.264021887824898,4.610990075042363,4.578068264342774,5.1916064671482625,4.450016072002572,4.834287697379837,4.8681541582150105,4.516242317822652,3.945192534845263,5.151372549019608,4.78721859114016,4.646274509803922,3.6743909685086154,4.314990512333966,3.5077755240027044,5.136454581832733,4.693815987933635,5.23921568627451,4.497920380273322,3.948887420136594,4.947327950788158,5.031491384432561,4.617070357554787,5.0588235294117645,4.648601013439084,4.204450319453624,4.945929887106358,5.012687427912342,4.457974272511552,3.991914291489792,4.075980392156863,4.619337390128465,4.22847399829497,4.440838404327248,4.033613445378151,5.303583502366464,5.415032679738562,5.328104575163398,4.931372549019608,5.045751633986928,5.139561707035756,4.371367824238129,4.629156010230179,4.679100908656145,4.3358188345760835,4.457378740970072,4.415032679738562,4.651104886399004,4.042232277526395,5.128205128205129,4.740196078431373,5.110473457675753,3.991910665611536,4.980392156862745,4.502601040416167,4.588878174220508,4.965046888320545,4.709447415329768,5.043374925727867,4.976597090449083,4.7697218422252625,4.623234239932533,4.667401960784313,4.6951496388028895,4.893048128342246,5.094017094017094,4.734402852049911,4.013725490196078,5.050980392156863,4.196078431372549,4.838612368024132,4.438634713144517,4.956195244055069,3.8506787330316743,5.367320261437908,4.120915032679738,4.544997486173957,5.108857336037864,4.509307520476545,4.770398481973435,4.2416966786714685,4.1761265909872725,4.291938997821351,4.827450980392157,5.032057267351385,5.273202614379085,3.807621161672216,3.940646528881823,4.827450980392157,4.557422969187675,4.587175410704822,4.5691573926868045,4.881320949432404,5.398124467178175,4.4884135472370765,4.012805122048819,3.664156862745098,4.543529411764706,4.028895768833849,4.374126662159116,4.295051353874883,4.655132641291811
ETS2,4.444502453795552,4.4149563576315165,4.447798393796732,4.430306621241297,4.458913265707321,4.435401431155147,4.459157447759527,4.434478437924193,4.462037089228341,4.385460136173951,4.426181195931172,4.424142429590975,4.453248407643312,4.442793111582921,4.398726114649682,4.408865727337065,4.415656461886172,4.417702613661322,4.451969322760951,4.4032337089661935,4.311252653927813,4.39741362671299,4.425892793244113,4.411015361558636,4.430225825130283,4.456912701386287,4.427028523954583,4.430759321548701,4.414871537966078,4.427137618220421,4.457974272511552,4.432634183942554,4.428984174929411,4.422372611464968,4.439160992752032,4.416782054832456,4.432754960099568,4.413847299197617,4.4324621128925985,4.461252653927813,4.374946921443737,4.458917197452229,4.364755838641189,4.435743724241289,4.428593354308956,4.411797286070341,4.4503650768991765,4.409168386112856,4.445390546429769,4.42515923566879,4.457082195935699,4.3797158255756985,4.41891229789319,4.417993630573249,4.4548702811868885,4.419325354888463,4.418562329390355,4.42909138177564,4.439699279523859,4.4433674882304075,4.432348967380815,4.458148362606961,4.424696938565852,4.433565397718857,4.46072186836518,4.438057324840765,4.453972510895072,4.418355529820498,4.394414502694757,4.39200926462073,4.425902335456476,4.304458598726114,4.435336471891443,4.408459905275192,4.430368797672407,4.424583276866784,4.390739833414993,4.467091295116773,4.4145435244161355,4.444390004899559,4.425433779925324,4.431911634282028,4.432093692212862,4.438190562849344,4.422728796513577,4.4083510261854215,4.432484076433121,4.470832069558184,4.4636942675159235,4.406802067059248,4.39697021862627,4.432484076433121,4.4356991204124965,4.444654845928731,4.431915992425546,4.455916862219242,4.419551370811409,4.215981470758541,4.411542961133498,4.3958216560509555,4.4403821656050955,4.401273885350318,4.451057910535178,4.415428167020524,4.450281004121393
FEV,4.217001859050194,3.9709812905689192,3.9085611833258627,3.7223687365140252,4.345169912180221,4.330151457299223,3.8388497015735212,4.44042589149907,4.156281361189673,3.9854248133665124,4.366979535313125,4.862998385293753,3.8630927835051545,4.161893852615502,4.203711340206185,5.070707070707071,4.523279015630196,5.233202986135798,3.8737639385651166,4.1704996034892945,3.524398625429553,4.3292721024679786,4.862272674620642,3.963412168991308,3.9253358325523275,4.336567616737416,3.8955625280143433,4.260048650527048,4.617977528089888,3.994376757263355,3.991914291489792,4.428984174929411,4.831119141247742,4.74548969072165,4.300924280127977,4.601972209771403,4.445194928309041,4.766233766233766,3.691788126555279,3.6475515463917527,3.56426116838488,4.065721649484536,3.7920962199312713,3.841115827774409,4.498447397838778,4.241371582250112,4.270304249434247,4.492667344271816,4.4548019533369505,4.45446735395189,4.307151039109802,4.696272799365583,3.8199841395717686,4.157216494845361,3.901810409856676,4.8119828024594336,3.948453608247423,4.385230380812119,4.328375866148386,4.0076199013895115,4.2099343955014055,3.9660522753306258,3.963086132357832,4.160153440421961,4.338210841370136,4.256572164948453,4.262940857297884,4.024367385192128,3.804652392281258,4.114339268978444,4.805841924398625,3.6762886597938143,4.664500224114747,4.053661115516785,4.442662593865343,3.980697521386269,4.881443298969073,3.7,4.691795532646048,4.376420830029078,3.8489157483114114,4.384053242855279,4.155803126039242,4.6299179465600675,4.657171278712244,4.529782359679267,4.107731958762886,3.9997545409916544,3.7759450171821305,4.951176813849446,4.815408191696852,4.107731958762886,4.348551791850761,4.340066870994706,4.330872109222625,4.103906673901248,3.585387718511878,3.9981255857544515,4.779612876078266,5.053690721649485,4.369896907216495,4.747693977211069,4.537978433463681,4.540664375715922,4.291085506367495
FOSB,4.255122950819672,4.0532407407407405,4.008152173913044,3.8561046511627906,4.359953703703703,4.344135802469136,3.9539473684210527,4.432377049180328,4.209070796460177,4.060344827586207,4.372201492537314,4.770331325301205,3.9725,4.210648148148148,4.2375,4.934343434343434,4.495967741935484,5.066379310344828,3.9808673469387754,4.211538461538462,3.6791666666666667,4.337121212121212,4.769662921348314,4.046568627450981,4.018939393939394,4.352941176470588,3.994565217391304,4.287219101123595,4.571629213483146,4.073863636363637,4.075980392156863,4.422372611464968,4.74548969072165,4.67578125,4.321120689655173,4.559782608695652,4.436063218390805,4.690746753246753,3.831896551724138,3.80078125,3.720833333333333,4.1359375,3.902083333333333,3.952205882352941,4.4781626506024095,4.269021739130435,4.298780487804878,4.470070422535211,4.446052631578947,4.442708333333333,4.329365079365079,4.6298076923076925,3.9326923076923075,4.203125,4.003810975609756,4.727858744394619,4.035714285714286,4.387755102040816,4.343237704918033,4.086956521739131,4.247159090909091,4.055555555555555,4.048387096774194,4.207848837209302,4.354838709677419,4.28515625,4.293421052631579,4.096590909090909,3.9166666666666665,4.1647727272727275,4.724479166666667,3.8,4.612771739130435,4.118589743589744,4.433641975308642,4.0625,4.778846153846154,3.84375,4.631510416666667,4.38301282051282,3.956896551724138,4.386867088607595,4.203629032258065,4.5854591836734695,4.604166666666667,4.5,4.165625,4.084821428571429,3.904166666666667,4.838443396226415,4.727195945945946,4.165625,4.3586309523809526,4.353885135135135,4.34375,4.166118421052632,3.744565217391304,4.0397727272727275,4.700892857142857,4.9175,4.376875,4.6743421052631575,4.5136494252873565,4.509920634920635,4.315441176470588
FOXA1,4.527133973996608,4.571519795657727,4.634932533733133,4.674819566960705,4.502447850148999,4.476798637718178,4.673018753781005,4.438665912945167,4.5701861458651205,4.528537455410226,4.452393206381884,4.283963439966763,4.657241379310345,4.543422733077906,4.472413793103448,4.194009056078022,4.386262513904338,4.151367419738406,4.6520056298381425,4.489389920424403,4.5873563218390805,4.427377220480669,4.285935683843472,4.568965517241379,4.606583072100314,4.503042596348885,4.612443778110944,4.49438202247191,4.353157690817513,4.579414838035528,4.619337390128465,4.439160992752032,4.300924280127977,4.321120689655173,4.491379310344827,4.362068965517241,4.434799841458581,4.302731751007613,4.687871581450654,4.739942528735632,4.6563218390804595,4.596551724137931,4.566666666666666,4.641987829614605,4.4117158288325715,4.4756371814092955,4.516820857863751,4.387809616318601,4.448457350272232,4.422413793103448,4.513136288998358,4.2824933687002655,4.627320954907161,4.512931034482759,4.646341463414634,4.293876604298747,4.583743842364532,4.4507389162561575,4.482758620689655,4.595952023988006,4.513322884012539,4.6287008011145945,4.586763070077864,4.532076984763433,4.507415647015202,4.504525862068966,4.523956442831216,4.5579937304075235,4.60079575596817,4.493730407523511,4.305028735632184,4.527586206896552,4.365067466266867,4.535366931918656,4.43252447850149,4.58070432868672,4.232758620689655,4.7298850574712645,4.329022988505747,4.473474801061008,4.626040428061831,4.4543867306852905,4.5308676307007785,4.38036593947924,4.350120992135511,4.374521072796935,4.548275862068966,4.634099616858237,4.7,4.231945348080677,4.263746505125815,4.548275862068966,4.470853858784893,4.486020503261883,4.471575023299161,4.5798548094373865,4.706896551724138,4.299373040752351,4.294862772695285,4.181241379310345,4.470172413793104,4.293103448275862,4.427863654379706,4.380405035577449,4.50973630831643
FOXA3,4.327156094084105,4.201288244766506,4.187145557655954,4.0940343781597575,4.391841116478798,4.374127750939345,4.160183066361556,4.424091233071989,4.307041169680646,4.194902548725637,4.3867618429591175,4.614457831325301,4.168695652173913,4.301127214170692,4.300869565217392,4.702239789196311,4.453716690042076,4.781409295352324,4.1730257320319435,4.287625418060201,3.9507246376811596,4.355731225296442,4.614069369809477,4.196078431372549,4.187088274044796,4.387468030690537,4.1720226843100185,4.340009770395701,4.4963361016121155,4.217391304347826,4.22847399829497,4.416782054832456,4.601972209771403,4.559782608695652,4.362068965517241,4.491493383742911,4.425787106446776,4.5646527385657825,4.08095952023988,4.073369565217392,3.9971014492753625,4.264130434782609,4.097101449275362,4.150895140664962,4.448402304871661,4.322306238185255,4.354188759278897,4.436007348438457,4.436613272311213,4.427536231884058,4.374051069703244,4.518394648829432,4.133779264214047,4.288043478260869,4.187168610816543,4.587054006628972,4.192546583850931,4.39751552795031,4.374910905203136,4.23062381852552,4.317523056653491,4.217391304347826,4.201963534361852,4.296258847320526,4.389901823281908,4.340760869565218,4.352402745995423,4.2272727272727275,4.115942028985507,4.256916996047431,4.58840579710145,4.017391304347826,4.5283553875236295,4.23634336677815,4.423510466988728,4.209990749306198,4.605351170568562,4.1,4.531702898550725,4.400222965440356,4.1499250374812595,4.397358282883874,4.292426367461431,4.513753327417923,4.517543859649122,4.4533011272141705,4.271739130434782,4.239130434782608,4.133333333333334,4.647251845775226,4.578730904817862,4.271739130434782,4.381987577639752,4.383666274970623,4.3719153936545245,4.280320366132723,4.026465028355387,4.1146245059288535,4.569210292812778,4.685913043478261,4.394782608695652,4.551487414187643,4.477261369315342,4.461697722567288,4.363682864450128
FOXF1,4.437346900320332,4.40144742443593,4.42928535732134,4.406575781876503,4.454945366822762,4.432666382857954,4.437184916313773,4.435462596570567,4.45122571457634,4.374950455806579,4.425458912334878,4.441905553247473,4.43264367816092,4.433801617709664,4.3949425287356325,4.4350400557297105,4.421394141638858,4.4493063812921125,4.431855500821018,4.3978779840848805,4.290421455938698,4.397074190177639,4.443109905721297,4.397565922920893,4.413793103448276,4.4530087897227855,4.409795102448776,4.425933100865298,4.42386671832623,4.413444792755137,4.440838404327248,4.432754960099568,4.445194928309041,4.436063218390805,4.434799841458581,4.425787106446776,4.434403487911217,4.428422152560084,4.407451446690448,4.432231800766283,4.350191570881226,4.445114942528735,4.34904214559387,4.415821501014198,4.432350090015233,4.407546226886557,4.4446313428651525,4.413793103448276,4.44670296430732,4.42816091954023,4.452107279693487,4.395225464190982,4.399646330680813,4.410919540229885,4.435520044855621,4.4345652285964645,4.403940886699507,4.429275158339197,4.436404748445449,4.428785607196402,4.425287356321839,4.440380819691165,4.410085279940675,4.425287356321839,4.456556667902608,4.432040229885057,4.44767090139141,4.406478578892372,4.376657824933687,4.385579937304075,4.441187739463602,4.289655172413793,4.445027486256872,4.398467432950191,4.432098765432099,4.410613842015163,4.410698496905393,4.439463601532567,4.426963601532567,4.4429708222811675,4.406658739595719,4.4312527280663465,4.423248053392658,4.446399249354914,4.4322444041137325,4.414857386121754,4.422413793103448,4.453658091589126,4.439080459770115,4.429191064844936,4.41425908667288,4.422413793103448,4.432950191570881,4.441907424666045,4.428859894377136,4.443738656987295,4.391804097951025,4.2142110762800415,4.426577527562749,4.420781609195402,4.438620689655172,4.416817906836056,4.4548817545250365,4.421638387155628,4.4453008789722785
FOXL2,4.229721098573558,4.012025012025012,3.9599096555618294,3.795530051344005,4.342953342953343,4.327881994548661,3.899749373433584,4.424739195230998,4.177910584990231,4.022391401701746,4.35937197131227,4.7937724925676735,3.9205194805194807,4.181337181337181,4.214545454545455,4.974288337924701,4.4953917050691246,5.117420510523959,3.929764113437583,4.185814185814186,3.612987012987013,4.324281778827233,4.793083321173209,4.005092946269417,3.9732388823297913,4.3353705118411,3.9469226425748163,4.266160805486648,4.578140960163432,4.03345139708776,4.033613445378151,4.413847299197617,4.766233766233766,4.690746753246753,4.302731751007613,4.5646527385657825,4.428422152560084,4.708382526564344,3.768920734437976,3.73241341991342,3.652813852813853,4.098376623376623,3.8515151515151516,3.8999236058059585,4.475043029259897,4.2481648785996615,4.276845106113399,4.468264130235961,4.4380041011619955,4.436147186147186,4.309626881055452,4.644355644355644,3.88011988011988,4.175324675324675,3.9545454545454546,4.748762448314018,3.9925788497217067,4.375828253379273,4.326591441345539,4.046301524562394,4.222746950019677,4.01115046569592,4.005865102639296,4.179099969797644,4.337103756458595,4.263474025974026,4.2706766917293235,4.0590318772136955,3.8648018648018647,4.135773317591499,4.743722943722943,3.7454545454545456,4.620835686053077,4.083916083916084,4.426006092672759,4.0212765957446805,4.806693306693306,3.778787878787879,4.643127705627705,4.369297369297369,3.9059561128526648,4.3751438434982735,4.1749057394218685,4.590776570368407,4.613237639553429,4.500481000481001,4.133116883116883,4.041537827252113,3.845021645021645,4.869639794168096,4.74991224991225,4.133116883116883,4.344465058750773,4.337486837486837,4.328360828360829,4.131578947368421,3.6747600225861095,4.017709563164108,4.719719056453751,4.957922077922078,4.363376623376624,4.691045796308954,4.511270338856546,4.511028653885797,4.295034377387319
FOXO4,4.859807801017524,5.234993614303959,5.434782608695652,5.731355252606255,4.660280970625799,4.625372498935717,5.592256503327284,4.420011305822499,5.016783643576442,5.1319857312722945,4.533196088522903,3.6206896551724137,5.532413793103449,4.956577266922094,4.76551724137931,3.197143852316266,4.218576195773081,2.924137931034483,5.509500351864884,4.838196286472148,5.786206896551724,4.524555903866249,3.623789228981015,5.238674780256931,5.358411703239289,4.672413793103448,5.4047976011994,4.742347927160015,4.041069352963968,5.223615464994776,5.303583502366464,4.4324621128925985,3.691788126555279,3.831896551724138,4.687871581450654,4.08095952023988,4.407451446690448,3.768920734437976,5.793103448275862,5.948994252873563,5.87816091954023,5.175,5.433333333333334,5.52738336713996,4.299127544661404,4.724887556221889,4.777123633305298,4.255463817387081,4.42540834845735,4.373563218390805,4.726874657909141,3.8116710875331563,5.522546419098143,4.900862068965517,5.4655172413793105,3.6958404205968765,5.285714285714286,4.510907811400422,4.638778971170153,5.241379310344827,4.8380355276907,5.3538836642284915,5.274749721913237,4.935846030473136,4.67927326659251,4.765086206896552,4.8,5.14576802507837,5.487179487179487,4.912225705329154,3.72816091954023,5.489655172413793,4.01424287856072,5.06631299734748,4.405704555129843,5.242112986060161,3.490716180371353,5.867816091954023,3.9102011494252875,4.566755083996464,5.486325802615934,4.517677869925796,4.936040044493882,4.08515130190007,3.988808227465215,4.187100893997446,5.029310344827586,5.32703886152162,5.719540229885057,3.413793103448276,3.631407269338304,5.029310344827586,4.590311986863711,4.634203168685928,4.611835973904939,5.097096188747732,5.955022488755622,4.636363636363637,3.7364532019704435,3.1862068965517243,4.566206896551724,3.7731397459165152,4.287356321839081,4.186644772851669,4.738742393509128
GLB1L2,4.927254098360656,5.3371913580246915,5.557065217391305,5.8812984496124034,4.709619341563786,4.671039094650205,5.729897660818714,4.446379781420765,5.099741887905605,5.223419540229885,4.569962686567164,3.5695281124497993,5.664166666666667,5.033179012345679,4.8225,3.1058501683501682,4.225134408602151,2.8064655172413793,5.639030612244898,4.902243589743589,5.9375,4.5606060606060606,3.5737359550561796,5.34109477124183,5.4728535353535355,4.7224264705882355,5.523550724637682,4.798923220973783,4.031132958801498,5.325126262626263,5.415032679738562,4.461252653927813,3.6475515463917527,3.80078125,4.739942528735632,4.073369565217392,4.432231800766283,3.73241341991342,5.948994252873563,6.120659722222222,6.040277777777778,5.272916666666666,5.552777777777778,5.658088235294118,4.313504016064257,4.779891304347826,4.836890243902439,4.266138497652582,4.451535087719298,4.394097222222222,4.78207671957672,3.77724358974359,5.652243589743589,4.971354166666667,5.590955284552845,3.6534940209267566,5.392857142857143,4.544642857142857,4.686133879781421,5.345108695652174,4.904040404040404,5.469486531986532,5.381048387096774,5.0101744186046515,4.730062724014337,4.825,4.862061403508772,5.239583333333333,5.6127136752136755,4.982954545454546,3.687847222222222,5.6125,4.000905797101449,5.152243589743589,4.430298353909465,5.345301418439717,3.4286858974358974,6.031944444444444,3.8862847222222223,4.606303418803419,5.612787356321839,4.5530063291139244,5.011424731182796,4.078656462585034,3.9744152046783627,4.190586419753086,5.1125,5.439814814814815,5.8694444444444445,3.342374213836478,3.5822072072072073,5.1125,4.6334325396825395,4.68018018018018,4.657094594594595,5.1875,6.125905797101449,4.6875,3.697278911564626,3.0963333333333334,4.60625,3.7357456140350878,4.3005268199233715,4.190145502645502,4.794852941176471
