,AHR,ARID1A,ARRDC3,ATL1,BAK1,BCL2L11,BCORL1,BPGM,C19orf26,C3orf72,CBFA2T3,CBL,CDKN1A,CDKN1B,CDKN1C,CEBPA,CEBPB,CEBPE,CELF2,CITED1,CKS1B,CLDN6,CNN1,CNNM4,COL1A1,COL2A1,CSRNP1,DLX2,DUSP9,EGR1,ELMSAN1,ETS2,FEV,FOSB,FOXA1,FOXA3,FOXF1,FOXL2,FOXO4,GLB1L2,HES7,HK2,HNF4A,HOXA13,HOXB9,HOXC13,IER5L,IGDCC3,IKZF3,IRF1,ISL2,JUN,KIAA1804,KIF18B,KIF2C,KLF1,KMT2A,LHX1,LYL1,MAML2,MAP2K3,MAP2K6,MAP4K3,MAP4K5,MAP7D1,MAPK1,MEIS1,MIDN,NCL,NIT1,OSR2,PLK4,POU3F2,PRDM1,PRTG,PTPN1,PTPN12,PTPN13,PTPN9,RHOXF2BB,RREB1,RUNX1T1,S1PR2,SAMD1,SET,SGK1,SLC38A2,SLC4A1,SLC6A9,SNAI1,SPI1,STIL,TBX2,TBX3,TGFBR2,TMSB4X,TP73,TSC22D1,UBASH3A,UBASH3B,ZBTB1,ZBTB10,ZBTB25,ZC3HAV1,ZNF318
COL2A1,108.43756027000964,108.42538126361656,108.85805626598466,107.99076607387141,109.39206608569354,109.28794480755265,109.14009287925697,108.85173577627772,108.78617907339927,108.53752535496957,108.8920105355575,108.32725017717931,108.49352941176471,108.8319716775599,108.65705882352941,104.94786096256685,108.19615749525617,107.63073022312373,108.73559423769508,108.79920814479638,108.87450980392157,108.33467023172905,101.1353271645737,108.62889273356402,108.73885918003565,109.56466262975779,109.07864450127877,109.32534699272968,108.19266358228684,108.47459893048128,109.47909457900808,98.09170101161483,108.26652516676774,109.15257352941177,109.25621196754564,108.85773657289002,109.23326572008114,109.0857524828113,109.02332657200812,108.90655637254902,107.98039215686275,109.23823529411764,108.52401960784314,107.88840830449827,108.86055988660524,108.34398976982096,108.25215208034433,108.43869096934549,107.59582043343653,109.09191176470588,109.25233426704015,108.77714932126698,108.95871040723982,108.98988970588235,109.30523672883788,109.09951200211026,108.77310924369748,108.81152460984394,108.88572806171649,109.05221653878942,109.51581996434938,109.47133095662507,108.63709677419355,109.06532147742818,109.40970904490828,108.20680147058823,108.78699690402476,108.62366310160428,109.09917043740573,108.79010695187166,109.50796568627452,108.47058823529412,108.53804347826087,107.81561085972851,108.29901960784314,108.12578222778473,101.3631221719457,108.68627450980392,108.9390318627451,108.33182503770739,108.82961460446248,109.38756515264333,108.99478178368122,108.27761104441777,108.96826625386997,108.65277777777777,109.46985294117647,109.47747432306255,108.71985294117647,109.35821309655938,107.73966613672496,109.06691176470588,108.96918767507003,109.42925278219396,109.25139109697933,108.93401702786377,107.2378516624041,108.17847593582887,108.90441176470588,104.02211764705882,108.40720588235294,108.25541795665634,108.6739350912779,109.49323062558356,109.03667820069204
CSRNP1,108.31860299358517,108.28743961352657,109.08097038437303,107.8948432760364,109.62734836285561,109.57675791733763,109.3695652173913,108.98823948681397,108.90419392073875,108.42053973013493,108.72388059701493,108.34049240440021,108.43130434782609,108.93357487922705,108.68695652173913,104.19038208168642,107.59502103786816,107.05247376311844,108.72182786157941,108.6613712374582,108.88985507246377,108.24967061923584,101.5962383976551,108.77152600170503,108.45256916996047,109.07864450127877,109.4617202268431,109.37909135319981,108.14728871519297,108.47760210803689,109.75490196078431,97.51038493492108,108.17368892873151,108.8413722826087,109.2387556221889,108.7570888468809,109.27386306846577,108.96499153020892,109.01349325337331,109.04574275362319,107.43188405797102,109.48858695652174,108.44492753623189,107.53388746803068,108.71503404924044,108.12948960302458,108.12142099681867,108.4485609308022,107.53295194508009,109.1413043478261,109.34920634920636,108.77759197324414,109.10953177257525,109.0930706521739,109.62221633085896,109.29732891401832,108.96040372670808,108.6810115350488,109.15003563791875,109.41335853812224,109.75032938076416,109.6256038647343,108.84011220196354,109.33417593528817,109.53179055633474,107.62391304347825,108.90480549199084,108.35918972332016,109.34671125975474,108.56916996047431,109.05416666666666,108.4108695652174,108.5406427221172,107.78651059085841,108.27804616210413,108.18871415356152,101.75961538461539,108.82101449275362,109.11458333333333,108.20735785953177,108.95577211394303,109.5872317006054,109.00561009817672,108.20097604259095,109.06311975591152,108.65338164251207,109.52445652173913,109.57539682539682,108.86992753623188,109.24118129614438,107.43272620446534,109.13369565217391,109.07738095238095,109.54289071680375,109.44300822561692,109.09496567505721,106.98582230623819,108.2203557312253,109.03438331854481,104.58486956521739,108.38434782608695,107.86270022883295,108.78935532233884,109.70255348516218,109.36700767263427
DLX2,108.49953951003869,108.48813982521848,109.17733268197362,108.08779723020643,109.68171729782216,109.64350117908171,109.4307116104869,109.11456990237613,109.04733021775877,108.60170476559473,108.89166526915982,108.48368755922567,108.6256179775281,109.07199334165627,108.8323595505618,104.55737146748383,107.901051105473,107.35838822161952,108.88649392341206,108.81114952463267,109.06217228464419,108.45301327885598,101.5067541977023,108.86516853932584,108.63636363636364,109.32534699272968,109.37909135319981,109.49084711526322,108.31814164878172,108.63261831801158,109.81207314386428,97.59650755027553,108.35260048650527,109.0661867977528,109.39664858581945,108.92745481191989,109.40578587110939,109.1386254195243,109.17280123982952,109.15262172284645,107.69887640449438,109.55983146067416,108.60973782771535,107.78453403833443,108.88479761743604,108.33805569125549,108.32639079199781,108.62414939072639,107.71697220579539,109.30735018726591,109.47066167290886,108.94641313742437,109.22428694900606,109.19733146067416,109.6786790901617,109.40308358945937,109.05136436597111,108.86516853932584,109.23300792042734,109.44732128317864,109.81052093973442,109.71433435478379,108.91772381297572,109.43585053566763,109.614836293343,107.89803370786517,109.01360141927853,108.57303370786516,109.4122731201383,108.77221654749745,109.3061797752809,108.57977528089887,108.714215925745,107.96744454047825,108.45235122763212,108.35739899593594,101.66076058772688,108.94269662921349,109.24087078651685,108.42783059636992,109.08446338628438,109.66263689375623,109.15621602029721,108.38660857601468,109.20954070569682,108.8204327923429,109.62443820224719,109.66720171214553,108.97715355805244,109.40195039219843,107.67218341937443,109.26769662921349,109.21027287319423,109.66064378985728,109.53446705132099,109.18628030751034,107.20908646800196,108.32303370786516,109.1774822288466,104.49734831460674,108.55966292134832,108.06918982850384,108.93348831202377,109.7872302479044,109.41057501652347
DUSP9,109.38386443175538,109.69205160216396,109.3426152092493,110.06088319832767,109.18893050353725,109.28783465113054,109.17938103686181,110.26634739362682,110.13890822312817,109.03370786516854,108.69126278718765,110.31609584405035,110.28404494382022,109.90262172284645,109.62831460674157,103.84394506866417,107.64208046393621,106.21635025184037,108.04586104104563,109.21089023336215,110.84194756554307,110.40245148110317,102.25539704582755,109.49988984357788,108.13449097718761,108.19266358228684,108.14728871519297,108.31814164878172,110.47342507259185,109.6976506639428,109.43864287287948,97.75738925069777,110.29757905710645,108.05688202247191,109.89771406431616,109.55666829506595,109.53738860906626,109.34875237122428,109.66059666795816,109.65589887640449,108.22921348314607,109.3129213483146,109.29026217228464,109.31824190350298,109.25287667524029,110.00170981924768,110.22252671964922,109.99936698844753,110.34121821407452,110.03300561797752,109.247012662743,109.538029386344,109.63007778738115,109.47647471910112,109.47780213757194,109.92865420466569,109.82343499197432,109.0976840174272,109.13593663658132,108.89822504478099,108.89479060265577,108.87254568153445,109.155491119971,109.53331591324798,108.9908179292014,107.33342696629214,109.77965700768776,109.31409601634321,109.02448861999424,109.33299284984679,107.92219101123595,108.41685393258427,110.09306301905227,110.5321233074042,110.36010542377583,110.33397083432943,100.80704407951599,109.2625468164794,109.95926966292134,110.26908671852492,109.96358000774893,108.99203527236524,110.21747009786155,110.10387525796835,109.84003548196334,110.30274656679151,108.59943820224719,108.5171214553237,109.73951310861423,108.42336230655077,108.85453993319162,109.00449438202247,109.89165329052969,109.09975706043122,109.53780747039174,109.32421643997634,109.08939912066438,109.2482124616956,109.93441871130474,104.17456179775282,110.22550561797753,108.18095801301006,110.20392612682423,108.94025325486,109.31103767349636
EGR1,109.15797317436662,109.27160493827161,109.32674571805006,109.31994362226921,109.35671530115975,109.4190048634493,109.26794258373205,109.88325881768505,109.79351032448378,108.91013584117033,108.84803256445048,109.6575392479007,109.7230303030303,109.6425364758698,109.39393939393939,104.25038261401897,107.82795698924731,106.71118077324974,108.41929499072356,109.1107226107226,110.23636363636363,109.67814508723599,101.89853592100783,109.27807486631016,108.34435261707989,108.47459893048128,108.47760210803689,108.63261831801158,109.6976506639428,109.40036730945822,109.52020202020202,97.67207102875892,109.64136207435176,108.42376893939394,109.71421107628004,109.34519104084322,109.4649947753396,109.30027548209367,109.478578892372,109.49621212121212,108.12525252525252,109.32954545454545,109.06262626262627,108.82442067736186,109.14713399050748,109.46837944664031,109.56762749445676,109.5407597097738,109.31961722488039,109.78219696969697,109.34343434343434,109.3997668997669,109.53379953379954,109.35700757575758,109.53252032520325,109.72740861530099,109.56926406926407,109.1156462585034,109.21112767014407,109.0540184453228,109.133608815427,109.12580348943985,109.10654936461388,109.46652572233968,109.19028999674161,107.58333333333333,109.56044657097289,109.07851239669421,109.17715617715618,109.23002754820936,108.32424242424243,108.45757575757575,109.67523056653492,109.5081585081585,109.70482603815937,109.57769181173437,100.70571095571096,109.15858585858585,109.70770202020202,109.63869463869464,109.68129571577848,109.20253164556962,109.86754643206257,109.5491651205937,109.67171717171718,109.80751964085297,108.88712121212122,108.85016835016835,109.51464646464646,108.66781017724414,108.6056511056511,109.06287878787879,109.69660894660895,109.25020475020474,109.5020475020475,109.28030303030303,108.3623188405797,108.99380165289256,109.70408163265306,103.99951515151515,109.64939393939395,108.11642743221691,109.74364332985023,109.20731120731121,109.32727272727273
ELMSAN1,109.27756348441015,109.33914306463326,109.92298948564934,109.13816689466485,110.27511498426531,110.29363350278383,110.09133126934985,110.09803921568627,109.99488113829602,109.25118323191346,109.37620719929762,109.56992676588708,109.63450980392157,109.94353667392883,109.6556862745098,104.53040205981382,108.17552182163188,107.39405003380662,109.26390556222489,109.4815233785822,110.17777777777778,109.5326797385621,102.19442608504076,109.680123029604,108.9809863339275,109.47909457900808,109.75490196078431,109.81207314386428,109.43864287287948,109.52020202020202,110.47366397539408,97.81953290870489,109.42965433596119,109.3203125,110.17596348884382,109.68009377664109,110.10480054090601,109.78533231474408,109.9317106152806,109.95996732026144,108.21764705882353,110.22401960784313,109.35032679738562,108.62456747404845,109.54098747932908,109.28665814151748,109.37589670014347,109.58574979287489,108.8969040247678,110.15870098039215,110.07765328353564,109.71757164404224,110.02375565610859,109.95189950980392,110.3751793400287,110.24364723467862,109.93382352941177,109.4811924769908,109.90212150433945,110.03608979823814,110.30570409982175,110.18964151317093,109.66318785578747,110.1766985864113,110.13198397638625,108.10735294117647,109.87285861713106,109.27428698752229,110.02714932126698,109.46657754010695,109.41977124183006,109.11078431372549,109.68414322250639,109.17923579688285,109.54151537158073,109.46996245306633,101.93872549019608,109.6516339869281,110.13194444444444,109.46254399195576,109.98242055442867,110.19049391908662,110.08870967741936,109.39595838335335,110.02235982112143,109.83660130718954,109.99607843137255,110.03579209461563,109.83251633986929,109.73714391416944,108.37599364069952,109.85122549019607,110.05205415499533,110.18256491785904,110.25052994170642,109.90260577915377,108.1074168797954,109.16020499108734,110.04581832733093,104.95662745098039,109.5921568627451,108.54179566563468,109.92055442866801,110.286336756925,110.11914648212226
ETS2,97.72444398036964,97.53479594243926,97.68005169389828,97.34661531624944,97.90174569473932,97.74781788157584,97.79103810481618,97.84943092826563,97.83495857054281,97.47946408961124,98.04163893906265,97.74215332668253,97.73133757961783,97.74239207360226,97.64229299363058,95.31094383323682,97.69200739675365,96.97755326158577,97.6466917977382,97.79838314551691,98.07855626326963,97.61551823972206,92.8905746797395,97.79405520169851,97.93823586180274,98.09170101161483,97.51038493492108,97.59650755027553,97.75738925069777,97.67207102875892,97.81953290870489,97.97521197614508,97.85980694727165,97.90724522292993,97.8988029870415,97.71019108280255,97.81704370744563,97.82455124493342,97.62047001976718,97.77335456475583,97.36178343949045,97.68089171974522,97.55116772823779,97.51330086174598,97.85902847057018,97.74536139573526,97.64439956501475,97.55234592266977,97.4235333556822,97.69267515923566,97.97583661914872,97.66315531602156,97.6624203821656,97.67734872611464,97.81326704986795,97.86184342063923,97.82506824385806,97.92954634082932,97.55132087292472,97.50623096095265,97.60943833236827,97.84964292607604,97.5596876926238,97.62657384091246,97.85918772686803,97.90429936305732,97.92061682869594,97.86580775911986,97.79144210354401,97.80225825130283,97.98513800424628,97.38407643312102,97.7004984768762,97.45255593663236,97.69316662734921,97.445317793739,90.34725624693777,97.62165605095541,97.66321656050955,97.57912787849094,97.78300021963541,97.80690155607515,97.86120813642901,97.6442220200182,97.82696390658174,97.73732012267044,97.82691082802548,97.76630269942372,97.86210191082803,97.57180627328447,97.51489068686521,97.53885350318471,97.80906885047013,97.64313995524186,97.81468411086246,97.81377807576266,96.88535031847134,97.60437174290678,97.83114519693228,92.96570700636943,97.6987898089172,97.4502179014415,97.7524708983088,97.70356890102113,97.7426002248033
FEV,109.36369781984114,109.62466590301642,109.30389959659345,109.90074322704388,109.19326715031183,109.26435026091383,109.16910833785495,110.17103261788068,110.05592555423775,109.00035549235692,108.72795814740729,110.1897900881878,110.17773195876289,109.82932416953035,109.55422680412372,103.98490055191085,107.72098436980379,106.34340561677924,108.08878602987586,109.21173671689135,110.73539518900344,110.2803811308966,102.14363488937796,109.46169395593289,108.19368947203999,108.26652516676774,108.17368892873151,108.35260048650527,110.29757905710645,109.64136207435176,109.42965433596119,97.85980694727165,110.2200021256244,108.13869201030928,109.87682189832918,109.51725683549978,109.54212584429435,109.35225599143125,109.6277995023107,109.6164089347079,108.25567010309278,109.28092783505154,109.23195876288659,109.26561552456035,109.25810458328158,109.9305244285074,110.12119688207191,109.90663569043124,110.04188822571894,109.95231958762886,109.25789559810178,109.49365582870738,109.57890563045203,109.45231958762886,109.43927583605733,109.86704267024179,109.76840942562592,109.13275825794236,109.10495183369952,108.883609741521,108.9278350515464,108.9047172758513,109.11572996341869,109.470630544234,109.00676199977829,107.4479381443299,109.74150841020077,109.29850046860356,109.02802008987577,109.31818181818181,108.03006872852234,108.40721649484536,110.00784401613626,110.25165212794079,110.23914980272369,110.1708708050011,100.7394924662966,109.21099656357389,109.89390034364261,110.15014538725879,109.91148240312833,109.00978728957327,110.15530428999003,109.98464127919209,109.78079218665219,110.21668575792287,108.61932989690722,108.56381934216986,109.68883161512028,108.46644621668936,108.79910838673726,108.98711340206185,109.84376534118802,109.08874338255781,109.50780161604904,109.31985892566468,108.9341102644554,109.22258669165886,109.86640016831475,104.05558762886598,110.119793814433,108.19804666304938,110.0944424694869,108.94845360824742,109.27725894481505
FOSB,108.359375,108.21296296296296,108.83333333333333,107.7779796511628,109.29378858024691,109.24054783950618,109.0561951754386,108.76588114754098,108.73091814159292,108.37661637931035,108.85121268656717,108.1762048192771,108.354375,108.74623842592592,108.554375,105.37815656565657,108.18800403225806,107.84655172413792,108.84757653061224,108.61538461538461,108.79479166666667,108.1434659090909,101.08356741573034,108.53462009803921,108.56960227272727,109.15257352941177,108.8413722826087,109.0661867977528,108.05688202247191,108.42376893939394,109.3203125,97.90724522292993,108.13869201030928,109.135986328125,109.05280172413794,108.64538043478261,109.0450790229885,108.9052353896104,108.82327586206897,108.80826822916667,107.78125,109.052734375,108.35208333333334,107.74678308823529,108.68486445783132,108.16440217391305,108.07774390243902,108.32900528169014,107.50608552631579,108.95442708333333,109.17410714285714,108.734375,108.90564903846153,108.802734375,109.23475609756098,108.98759809417041,108.69810267857143,108.7860331632653,108.87961065573771,108.9814311594203,109.30089962121212,109.33270202020202,108.57913306451613,108.97383720930233,109.25067204301075,108.268359375,108.72713815789474,108.44850852272727,109.03485576923077,108.69744318181819,109.24778645833334,108.315625,108.48573369565217,107.69190705128206,108.18672839506173,107.96210106382979,100.54807692307692,108.59583333333333,108.84049479166667,108.19911858974359,108.75808189655173,109.28144778481013,108.83417338709677,108.19515306122449,108.93914473684211,108.52488425925925,109.25,109.27306547619048,108.68619791666667,109.02329009433963,107.85515202702703,108.883984375,108.8984375,109.23965371621621,109.09818412162163,108.83223684210526,106.99524456521739,108.10866477272727,108.8657525510204,103.78125,108.27859375,107.91118421052632,108.56878591954023,109.37127976190476,108.95919117647058
FOXA1,109.49364047484454,109.67688378033206,109.7688655672164,109.58881315156376,109.95343763303534,109.97743720732227,109.81684815486993,110.23233465234595,110.13075984131828,109.3614744351962,109.27804940813175,109.91909015371832,110.02,110.03081098339719,109.77689655172414,104.50513758272379,108.23540044493882,107.18400713436385,108.90464461646728,109.59250663129974,110.52931034482759,109.98380355276907,101.9711352189074,109.6524678837052,108.88244514106583,109.25621196754564,109.2387556221889,109.39664858581945,109.89771406431616,109.71421107628004,110.17596348884382,97.8988029870415,109.87682189832918,109.05280172413794,110.27980083234245,109.84895052473763,110.05648038049941,109.85199283475146,110.02021403091558,109.94432471264368,108.52298850574712,109.95797413793103,109.47873563218391,109.11282961460446,109.64509763190694,109.77305097451274,109.85071488645922,109.85879067508499,109.46987295825771,110.25161637931035,109.86576354679804,109.80106100795756,109.98806366047745,109.91675646551724,110.0811606391926,110.20094325034792,109.94919950738917,109.51741731175228,109.67792538157151,109.63680659670165,109.92345872518287,109.81617903169628,109.52558398220245,109.9795509222133,109.83843159065628,107.9834051724138,109.92577132486389,109.4921630094044,109.74557913351016,109.63675548589342,109.11673850574712,108.96810344827587,109.95146176911544,109.7208222811671,109.93912303107706,109.83859134262656,101.57178381962865,109.61063218390805,110.16199712643679,109.93346595932803,110.07847800237812,109.84308162374509,110.30367074527253,109.80084447572132,110.07251966122202,110.14032567049809,109.60560344827586,109.60680076628353,109.86436781609196,109.47657774886142,108.73998136067101,109.67047413793104,110.11832922824303,109.93045200372786,110.07688723205965,109.77631578947368,108.6315592203898,109.28095611285266,110.07899366643208,104.67227586206897,109.93025862068966,108.67921960072596,110.07897344431233,109.89025725232622,109.84716024340771
FOXA3,109.15146115466857,109.35990338164251,109.34278512917454,109.27249747219413,109.48027375201288,109.52227589908749,109.35736079328757,109.83392729864576,109.73605232781838,109.0352323838081,108.88805970149254,109.54740701938188,109.66782608695652,109.652576489533,109.43304347826087,104.25076855511638,107.93758765778401,106.8487256371814,108.4849157054126,109.25250836120401,110.11739130434782,109.62121212121212,101.66707376648755,109.22975277067349,108.51515151515152,108.85773657289002,108.7570888468809,108.92745481191989,109.55666829506595,109.34519104084322,109.68009377664109,97.71019108280255,109.51725683549978,108.64538043478261,109.84895052473763,109.52646502835539,109.6031984007996,109.48390739695087,109.65892053973013,109.53713768115942,108.28985507246377,109.48152173913043,109.16159420289856,108.84590792838874,109.27317967522264,109.45699432892249,109.49522799575821,109.51500306184936,109.12059496567505,109.85688405797102,109.40545203588682,109.4314381270903,109.60284280936455,109.48573369565217,109.60816542948038,109.75053616689414,109.5194099378882,109.12999112688554,109.2255880256593,109.15532451165721,109.38735177865613,109.33113746157224,109.1086956521739,109.48634984833164,109.38475923328659,107.60597826086956,109.51853546910755,109.15662055335969,109.27982162764772,109.28458498023716,108.67336956521739,108.57391304347826,109.62145557655954,109.31549609810479,109.59125067096082,109.44819611470861,101.24707357859532,109.19492753623189,109.7060688405797,109.59531772575251,109.6671664167916,109.36268574573472,109.9211079943899,109.48136645962732,109.67543859649123,109.7781803542673,109.12445652173913,109.12215320910973,109.4481884057971,109.05701394585726,108.55317273795535,109.22554347826087,109.70859213250517,109.4988249118684,109.6086956521739,109.31950800915332,108.38374291115312,108.94762845849803,109.66637089618456,104.42765217391305,109.575,108.38215102974829,109.68990504747626,109.40993788819875,109.3849104859335
FOXF1,109.25287356321839,109.37079608343976,109.65000832916876,109.23282544774125,109.9049240811693,109.90733645522917,109.75236942932042,109.98436027887695,109.89207608585087,109.14546175188268,109.18270715388574,109.60684115773438,109.67954022988506,109.79970200085143,109.5296551724138,104.50435388366422,108.12699295513534,107.20610384462941,108.90851513019001,109.3921308576481,110.21149425287356,109.6332288401254,102.00865297688235,109.51633986928104,108.78996865203762,109.23326572008114,109.27386306846577,109.40578587110939,109.53738860906626,109.4649947753396,110.10480054090601,97.81704370744563,109.54212584429435,109.0450790229885,110.05648038049941,109.6031984007996,109.92218258686749,109.6654724585759,109.80856123662306,109.76963601532567,108.30038314176245,109.875,109.26015325670498,108.76943881000676,109.45256889627476,109.40254872563717,109.48191757779647,109.57973126113,109.03908045977012,110.0124521072797,109.79237365444261,109.5893015030946,109.8107869142352,109.74533045977012,110.00518643117465,110.02829751043761,109.76436781609195,109.3797794980061,109.57829282080272,109.62118940529736,109.90020898641588,109.80738418669453,109.39525398591027,109.86126704089816,109.78000247188234,107.99813218390804,109.72934059286146,109.26175548589342,109.67197170645447,109.4148380355277,109.1301724137931,108.87586206896552,109.67016491754123,109.3076923076923,109.60763445437775,109.52262166788945,101.56675508399647,109.44176245210728,109.95354406130268,109.5691128794577,109.87713040031709,109.81187254474028,110.03337041156841,109.45953553835328,109.86237144585601,109.83269476372925,109.59626436781609,109.61959496442255,109.68218390804597,109.43786597267405,108.44547996272134,109.56264367816092,109.90134099616859,109.84793414103758,109.96225535880708,109.65880217785843,108.23988005997002,109.09822361546499,109.88482289467511,104.62565517241379,109.63057471264368,108.47973381730188,109.83564539569296,109.87319832147418,109.76227180527384
FOXL2,109.14668937619757,109.25012025012025,109.40335027291549,109.05708245243129,109.62570145903479,109.6297899631233,109.46570972886762,109.73855652544177,109.66153315710838,109.04791759964174,109.06338437681721,109.37114692536379,109.51298701298701,109.5971620971621,109.38337662337662,104.59163059163059,108.14348554671135,107.19399910434393,108.72541743970315,109.28721278721278,109.97316017316017,109.4210940574577,101.66175397636071,109.23784059078177,108.70484061393152,109.0857524828113,108.96499153020892,109.1386254195243,109.34875237122428,109.30027548209367,109.78533231474408,97.82455124493342,109.35225599143125,108.9052353896104,109.85199283475146,109.48390739695087,109.6654724585759,109.5403946702648,109.63233318405732,109.53652597402598,108.33852813852813,109.56006493506493,109.13246753246753,108.7379679144385,109.32013769363166,109.32580463015246,109.31960722204624,109.38796414852753,108.87286397812714,109.80871212121212,109.53906411049269,109.44105894105894,109.60889110889111,109.51136363636364,109.69353816914793,109.74189039659892,109.48515769944342,109.24436787702093,109.31913987651693,109.28834933182759,109.57182211727667,109.52039879312606,109.15542521994135,109.53820598006645,109.54335986594052,107.89155844155844,109.50868079289133,109.15082644628099,109.4062604062604,109.3370720188902,108.95919913419914,108.65714285714286,109.50451722190853,109.07492507492508,109.40820907487574,109.24095053882287,101.15309690309691,109.22640692640692,109.6693722943723,109.42557442557442,109.628302731751,109.52917968107842,109.84373690825304,109.33262655711636,109.67612212349054,109.63828763828764,109.33019480519481,109.33580705009277,109.44112554112554,109.23107081597648,108.52544752544753,109.3224025974026,109.69511440940012,109.61863811863812,109.66707616707616,109.38841421736159,108.17617165443252,108.92739079102715,109.64431486880467,104.30306493506494,109.42558441558441,108.43403964456596,109.57202567547395,109.5870954442383,109.45454545454545
FOXO4,109.25664217071792,109.485312899106,109.54172913543228,109.38732959101844,109.71179225202214,109.7667092379736,109.58802177858439,109.99378179762577,109.89746719560574,109.16884661117717,109.01132269686053,109.67677606979643,109.79379310344828,109.81928480204343,109.56827586206897,104.31591779867642,108.02002224694104,106.98430439952438,108.68613652357494,109.37267904509284,110.25977011494253,109.75757575757575,101.89345215032932,109.42934415145369,108.63636363636364,109.02332657200812,109.01349325337331,109.17280123982952,109.66059666795816,109.478578892372,109.9317106152806,97.62047001976718,109.6277995023107,108.82327586206897,110.02021403091558,109.65892053973013,109.80856123662306,109.63233318405732,109.85969084423306,109.7169540229885,108.34482758620689,109.71293103448276,109.30919540229885,108.90567951318458,109.41213128375571,109.53373313343329,109.58873002523129,109.67071393880525,109.2043557168784,110.0308908045977,109.62452107279694,109.59416445623341,109.79708222811671,109.66918103448276,109.85323801513877,109.9534560074223,109.71428571428571,109.29345531315974,109.44149236856981,109.41029485257371,109.64576802507837,109.57749912922327,109.30478309232481,109.71291098636728,109.59733036707453,107.71336206896552,109.69764065335754,109.25862068965517,109.48894783377543,109.38871473354232,108.86522988505747,108.74137931034483,109.76611694152923,109.42528735632185,109.71264367816092,109.62142333088775,101.4946949602122,109.3712643678161,109.91235632183908,109.69849690539345,109.84898929845423,109.61021388040157,110.0706340378198,109.58057705840957,109.85148215366002,109.93167305236271,109.35,109.37465790914067,109.61436781609196,109.26935588809368,108.61183597390495,109.43189655172414,109.89121510673235,109.74044734389562,109.8331780055918,109.52858439201452,108.46026986506746,109.09247648902821,109.84447572132301,104.73627586206896,109.70758620689655,108.47368421052632,109.87118509710662,109.66611932129173,109.61663286004057
GLB1L2,109.25785519125684,109.35108024691358,109.61745169082126,109.30959302325581,109.77404835390946,109.82484567901234,109.64327485380117,110.0403005464481,109.94321533923303,109.09841954022988,109.0898631840796,109.6980421686747,109.74791666666667,109.83063271604938,109.5625,104.34217171717172,107.9700940860215,106.98433908045978,108.78571428571429,109.3076923076923,110.275,109.67834595959596,102.12757490636704,109.49918300653594,108.61489898989899,108.90655637254902,109.04574275362319,109.15262172284645,109.65589887640449,109.49621212121212,109.95996732026144,97.77335456475583,109.6164089347079,108.80826822916667,109.94432471264368,109.53713768115942,109.76963601532567,109.53652597402598,109.7169540229885,109.75477430555556,108.18194444444444,109.7609375,109.23055555555555,108.77573529411765,109.34437751004016,109.44067028985508,109.54623983739837,109.62323943661971,109.16513157894737,109.98914930555556,109.67923280423281,109.56971153846153,109.78285256410257,109.662109375,109.92936991869918,109.99962630792227,109.77901785714286,109.28358843537416,109.54234972677595,109.52324879227054,109.65214646464646,109.59890572390573,109.38440860215054,109.81443798449612,109.61245519713262,107.80208333333333,109.74144736842105,109.2059659090909,109.57158119658119,109.3409090909091,108.78107638888889,108.77916666666667,109.7427536231884,109.39529914529915,109.70910493827161,109.60682624113475,101.28525641025641,109.42083333333333,109.93576388888889,109.62232905982906,109.86278735632185,109.64820675105486,110.01176075268818,109.54294217687075,109.86915204678363,109.88271604938272,109.36770833333334,109.36640211640211,109.70520833333333,109.14072327044025,108.55658783783784,109.4265625,109.89409722222223,109.67539414414415,109.85923423423424,109.5874451754386,108.29438405797102,109.1221590909091,109.90518707482993,104.5445,109.69145833333333,108.31907894736842,109.89367816091954,109.68088624338624,109.71617647058824
